id,title,poster,director,cast,genre,nation,running_time,release_date,ratings,synopsis,keyword,status,avg_grade,viewer,cnt_click
10106,카사블랑카,https://movie-phinf.pstatic.net/20220907_278/1662527646869jLo6i_JPEG/movie_image.jpg,마이클 커티즈,험프리 보가트|잉그리드 버그만|폴 헌레이드,멜로/로맨스|드라마,미국,102.0,19490116,12세 관람가,"중동에 위치한 요지, 모로코의 카사브랑카는 전란을 피하여 미국으로 가려는 사람들의 기항지로 붐비고 있다. 이곳에서 술집을 경영하는 미국인 릭 브레인(험프리 보가트 분)은 이런 와중에 떼돈을 번 유지이다. 어느 날 밤, 반나치의 리더인 라즐로(폴 헨레이드 분)와 그의 아내 일리자(잉그리드 버그만 분)가 릭의 술집으로 찾아온다. 이들 부부는 릭에게 여권을 부탁하러 온 참이었는데 일리자를 본 릭은 깜짝 놀란다.  꿈같던 파리 시절, 릭과 일자는 사랑을 누비던 사이로 잊혀졌던 불꽃이 일자와 릭의 가슴을 뒤흔든다. 이들의 사연을 아는 피아노 주자인 샘만이 두 사람의 추억의 곡을 연주하여 이들이 놀라게 한다. 과거의 이루지 못한 옛 사랑을 위해 일리자를 붙잡아 두고 픈 생각에 번빈하던 릭은 처음엔 냉대하던 쫓기는 몸인 라즐로에게 일리자가 절실히 필요함을 알고 이들을 도울 결심을 한다. 릭은 끈질긴 나치의 눈을 피하여 경찰 서장(끌로드 레인스 분)을 구슬러 두사람의 패스포트를 준비한다. 이윽고 이별의 시간이 오고 온갖 착잡한 마음을 뒤로하고 릭과 일리자는 서로를 응시한 채 일자는 트랩을 오르고 릭은 사라지는 비행기를 한 동안 바라본다.",일리|사람|일자|피하|술집,1,9.5,47,0
10243,북북서로 진로를 돌려라,https://movie-phinf.pstatic.net/20180807_223/1533618155212UMhmv_JPEG/movie_image.jpg,알프레드 히치콕,캐리 그랜트|에바 마리 세인트|제임스 메이슨,모험|스릴러|멜로/로맨스,미국,136.0,19601001,12세 관람가,"뉴욕의 광고업자 로저 O. 손힐(캐리 그랜트)은 어느 날 정부 요원 조지 캐플란으로 오인 받고 두 명의 괴한에게 납치된다. 그는 어느 저택에서 술을 강제로 마신 뒤 버려져 음주운전으로 체포된다. 다음날 홀어머니와 함께 현장으로 가보지만 그곳의 내부는 전날 밤과 전혀 다른 모습이었다. 손힐은 그 저택 주인이 UN 외교관이란 이야기를 듣고 UN 본부 로비에서 그에게 면회를 신청하나 엉뚱한 사람이 나왔다가 현장에서 등에 칼을 맞고 쓰러진다. 손힐은 삽시간에 살인범 누명까지 뒤집어쓰게 되고 경찰과 적 스파이들로부터 추격을 당한다. 그래서 그는 자신의 결백을 입증해 줄 수 있는 단 하나의 인물인 캐플란을 찾으러 시카고행 열차에 몸을 싣고 그 곳에서 우연히 만난 금발의 미녀 이브 켄들(에바 마리 세인트)과 사랑을 속삭이는데.
  [스포일러] 손힐은 켄들의 도움으로 캐플런을 만나기 위해 41번 국도 변으로 나가지만 생각지도 않던 경비행기의 습격을 받는다. 켄들에게 속은 것이다. 그 후, 손힐은 미술품 경매장에서 납치범의 두목격인 밴덤과 함께 나타난 켄들이 조각품을 산 뒤 사라지자, 일부러 소동을 부려 경찰에게 끌려가 위기를 모면한다. 그리고 사우스다코타주 라피트 시티의 커다란 대통령 얼굴석상이 있는 러시모어 산 아래 카페에서 다시 밴덤과 나타난 켄들을 만나게 되고 켄들은 권총 두 발로 손힐을 쓰러뜨리고 사라진다. 한 대학교수가 손힐을 구출해 차에 싣고 숲으로 오나, 켄들이 쏜 총은 공포탄이었다.
  대학교수는 자신이 CIA 고문이며, 켄들은 밴덤의 정부라고 말한다. 밴덤은 경매장에서 구입한 조각품 속에 국가기밀의 마이크로필름을 넣어 그 날 밤 함께 비행기로 탈출한다. 그러나 켄들도 CIA의 요원이며 조지 캐플런은 CIA가 만들어낸 가공의 인물이었다. 켄들은 손힐의 기지로 조각품을 빼앗아 도망쳐 대통령 얼굴 석상 밑으로 내려오다 CIA 요원들의 구조로 살아난다. 뉴욕으로 돌아오는 열차에서 손힐과 켄들은 그들의 사랑을 다시 한번 확인 한다.",손힐|요원|조각품|뉴욕|정부,1,9.3,47,0
10526,블러드 심플,https://movie-phinf.pstatic.net/20190926_233/1569460483564Uy59c_JPEG/movie_image.jpg,조엘 코엔,존 게츠|프란시스 맥도맨드|댄 헤다야,스릴러|범죄|드라마,미국,96.0,20191017,15세 관람가,"삐뚤어진 욕망, 한 번의 잘못된 선택  
추잡한 비극이 시작된다!텍사스의 한마을, 술집을 운영하는 마티에게 
 사립탐정 비저가 찾아와 그의 아내 애비와 
 종업원 레이가 불륜을 저지르고 있다고 알려준다.
 마티는 레이를 해고하고 애비를 추궁하지만 
 오히려 적반하장의 그들의 모습에 분노하게 되고 
 비저에게 청부살인을 의뢰한다.
 그러나 딴 곳에 마음을 품은 비저는 해서는 안 될 
 선택을 하게 되고 모두를 파극으로 밀어 넣게 되는데...",선택|애비|레이|비저|욕망,0,8.5,48,0
10621,이창,https://movie-phinf.pstatic.net/20160725_260/1469412173674VhTj6_JPEG/movie_image.jpg,알프레드 히치콕,제임스 스튜어트,스릴러|미스터리,미국,112.0,19570224,15세 관람가,"사진작가 제프는 카레이싱 촬영 도중 다리를 다쳐 휠체어에 의지한 채 자신의 방에서 무료하게 지낸다. 그는 카메라 렌즈로 주변 이웃들을 훔쳐보기 시작한다. 갓 결혼한 신혼부부, 미녀 무용수, 슬픈 표정으로 혼자 지내는 미스 고독, 병든 아내와 남편 등 주변의 평범한 이웃을 관찰하던 중, 제프는 어느 집의 병든 아내와 남편이 심하게 다투는 모습을 목격한다.
 
 제프는 남편이 커다란 가방을 들고 집을 들락거린 이후 그 부인이 보이지 않는다는 것에 의심을 품는다. 더구나 톱과 칼을 만지작거리고, 화단을 파헤치던 강아지에게 신경질을 내는 남편의 모습은 제프의 의심을 더욱 부채질한다. 제프는 연인 리사와 간호사 스텔라의 도움을 받아 부부의 집을 조사하기 시작하는데...",제프|남편|주변|이웃|시작,1,9.4,45,0
13481,지상 최대의 쇼,https://movie-phinf.pstatic.net/20200219_193/1582072890651vO5jU_JPEG/movie_image.jpg,세실 B. 드밀,베티 허튼|코넬 와일드|찰톤 헤스톤,정보없음,미국,100.46654501216545,19550520,정보없음,"서커스단의 갖가지 애환을 큰 스케일로 그린 대작. 스츄어트는 항상 분장을 지우지않는 수수께끼의 피에로로 나온, 그로서는 이색적인 작품. 아카데미 작품상, 원작상 수상작.",작품|서커스|갖가지|애환|스케일,0,7.1,7,0
13512,빅 컨츄리,https://movie-phinf.pstatic.net/20111221_117/1324465405824w2dry_JPEG/movie_image.jpg,윌리엄 와일러,그레고리 펙|진 시몬스|캐럴 베이커,드라마|멜로/로맨스|서부,미국,165.0,19630301,정보없음,정보없음,정보없음,1,8.9,21,0
13775,대장 부리바,https://movie-phinf.pstatic.net/20190220_47/15506298050819Csko_JPEG/movie_image.jpg,J. 리 톰슨,토니 커티스|율 브린너,전쟁|액션|모험|드라마|멜로/로맨스,미국,120.0,19730629,12세 관람가,"폴란드가 터키의 침공을 받자, 폴란드에 인접한 기마족 코사크는 폴란드와의 동맹국으로서 전쟁에 참여한다. 하지만 폴란드가 배신함에 따라, 코사크족은 대초원을 되찾기 위한 재기와 복수를 다짐한다. 이들 중 한 사람인 용맹한 용사 티라스 부리바(Taras Bulba: 율 브리너 분)는 이즈음 아들 안드레이(Andrei Bulba: 토니 커티스 분)를 낳고 용감한 용사로 키우려한다. 청년으로 성장한 안드레이는 아버지의 뜻에 따라 학문을 배우기 위해 동생과 폴란드의 학교에 들어간다. 코사크라는 이유로 많은 배척을 받던 안드레이는 폴란드의 귀족 처녀 나타리아를 보고 한 눈에 반한다. 두 사람이 사랑하는 사이가 되자, 이를 시기한 나타리아의 오빠 알렉스 대위(Captain Alex: 리차드 러스트 분)를 살해하게 되고 안드레이와 그의 동생은 탈출을 감행하여 2년만에 초원의 집으로 돌아온다.  티라스는 폴란드 제국과의 동맹 협정으로 전쟁을 반대하고 있는 족장 니콜라스를 물리치고 진군한다. 마침내 폴란드와 코스크와의 대규모 전쟁이 시작되는데, 티라스가 지휘하는 코사크는 폴란드군을 제압하고 드브르 성을 포위한다. 부상을 치료한 안드레이는 성안에 있는 나타리아(Natalia Dubrov: 크리스틴 코프만 분)를 만나기 위해 어둠을 틈타 성안에 잠입하여 안드레이와 재회하지만, 결국 함께 잡히고 만다. 나타리아가 화형에 처할 위기를 맞자 안드레이는 그녀를 구할 조건으로 성밖의 소떼를 끌고 올 것을 약속한다. 하지만 아버지 티라스와 맞닥뜨러진 안드레이는 결국 배신자로서 총을 받고 쓰러진다. 이때 폴란드군은 총공격을 감행하자, 코스크는 이를 무찌르고 큰 희생 끝에 승리한다. 나타리아는 들판에 쓰러져 있는 안드레이의 시신을 발견하고는 슬퍼한다.",안드레이|폴란드|나타|리아|코사크,1,8.3,24,0
13776,베라 크루스,https://movie-phinf.pstatic.net/20111216_37/1324029336356K7T8o_JPEG/movie_image.jpg,로버트 알드리치,게리 쿠퍼|버트 랭카스터,서부|모험,미국,95.0,19570215,15세 관람가,"남북전쟁이 끝난 후, 새로운 돈벌이를 찾는 미국의 총잡이들은 황제군과 민중반란군의 내전이 벌어지고 있던 멕시코로 모여든다. 냉혹한 무법자 조 에린과 전 남군 대령 벤 트레인은 그중에서도 일급 총잡이들로, 두 사람은 막시밀리안 황제에게 사례금을 받고 백작부인을 베라 크루즈까지 호위하기로 한다. 이들은 수행 도중 백작부인의 마차에서 막대한 양의 황금을 발견한다. 백작부인은 황제의 군자금인 이 황금을 셋이서 빼돌리자고 제안하지만, 백작부인의 배신을 경계하고 있던 후작이 선수를 쳐 황금을 다른 루트로 가져간다. 여기에 황금은 멕시코 민중의 정당한 몫이라고 주장하는 반란군이 가세하여 사태는 더욱 복잡해진다.",백작부인|황금|황제|총잡이|민중,1,7.1,14,0
14600,시체들의 새벽,https://movie-phinf.pstatic.net/20200401_44/1585702463370olGgs_JPEG/movie_image.jpg,조지 로메로,데이비드 엠지|켄 포리,공포|스릴러|SF,미국,127.0,20200415,15세 관람가,"바이러스로 좀비가 창궐한 세상...목숨을 건 탈출이 시작된다!원인을 알 수 없는 바이러스로 인해 수많은 사람들이 사람의 살을 뜯어 먹는 괴물로 변해가기 시작하고
 살아남은 사람들은 괴물들을 피해 목숨을 건 탈출을 감행하기 시작한다. 방송국 직원 프랜과 스티븐,
 SWAT 팀 대원 피터와 로저 등 4명 역시 아비규환의 현장을 간신히 탈출해 쇼핑몰로 숨어들지만
 얼마 지나지 않아 폭주족들이 쇼핑몰에 들이닥쳐 서로 대치하는 상황에 내몰리게 되는데...",탈출|시작|사람|바이러스|목숨,0,7.5,13,0
18847,타이타닉: 25주년,https://movie-phinf.pstatic.net/20181129_107/1543452551390CN9TW_JPEG/movie_image.jpg,제임스 카메론,레오나르도 디카프리오|케이트 윈슬렛,멜로/로맨스|드라마,미국,194.0,19980220,15세 관람가,"“내 인생의 가장 큰 행운은 도박에서 딴 티켓으로 당신을 만난 거야”
단 하나의 운명, 단 한 번의 사랑,
영원으로 기억될 세기의 러브 스토리우연한 기회로 티켓을 구해 타이타닉호에 올라탄 자유로운 영혼을 가진 화가 잭(레오나르도 디카프리오)은 
 막강한 재력의 약혼자와 함께 1등실에 승선한 로즈(케이트 윈슬렛)에게 한 눈에 반한다. 
 진실한 사랑을 꿈꾸던 로즈 또한 생애 처음 황홀한 감정에 휩싸이고, 둘은 운명 같은 사랑에 빠지는데…",사랑|운명|하나|번의|영원,2,10.0,93,0
19128,뮬란,https://movie-phinf.pstatic.net/20170418_224/14924959729190qmlM_JPEG/movie_image.jpg,토니 밴크로프트,밍나 웬|레아 살롱가|B.D. 웡,애니메이션|가족|모험|뮤지컬|코미디,미국,88.0,19980717,전체 관람가,"The flower that blooms in adversity is the most rare and beautiful of all.파씨 가문의 외동딸 뮬란(Mulan: 밍나 웬 목소리 분 / 레아 살롱가 노래 분)은 자기 주장이 워낙 강해 선을 볼때마다 퇴짜를 맞는 시대를 앞선 여성이다. 한편, 훈족이 국경을 침략하자 뮬란의 연로한 아버지(파 조우: 오순택 목소리 분)도 징집 명령을 받게되고, 뮬란은 심각한 고심에 빠지게 된다. 아버지의 충성심이 워낙 강해서 뮬란의 만류를 뿌리쳤고, 아버지를 대신 하려해도 여자는 절대로 참전할 수 없기 때문이다. 고민에 고민을 거듭하던 뮬란은 남장을 하고 전장에 참가하기로 비장한 결심을 한다.  한편, '파'시 가문의 조상들이 유령으로 환생하여 대책회의를 하게 되고, 결국 천방지축 수호신 무슈(에디 머피 목소리 분)가 뮬란을 따라 나서게 된다. 뮬란은 의지가 워낙 강한 여성이라 점점 한 사람의 병사로 성장하게 된다. 한편, 여자라는 사실이 들통나지 않기 위해 살얼음판 같은 나날을 보내면서도, 뮬란은 자신도 모르게 용맹한 중대장 샹(B.D. 왕 목소리 분 / 도니 오스몬드 노래 분)에게 사랑을 품게 된다. 용감하게 머리를 자르고 남장을 했지만 여자의 마음은 버릴 수 없었던 것일까?  그러던 중, 뮬란이 속한 부대가 눈덮인 설원을 통과할 무렵 2천여명이 넘는 훈족의 군대에게 추격을 당하게 되고, 뮬란이 눈사태를 일으켜 훈족의 군사들을 무찌르는 기지를 발휘한다. 그러나, 부상당한 뮬란은 치료를 받다가 여자인 사실이 밝혀져 군령을 어긴 죄로 위기에 처하지만, 중대장 샹의 도움으로 목숨을 구한다. 한편, 물러간 줄 알았던 훈족의 군사들은 다시 황궁으로 쳐들어와 황제까지 협박하고 나라는 다시 위기에 처하게 된다. 이때 아름다운 영웅 뮬란이 다시 한번 용맹을 발휘하여 황제와 나라를 구하게 되고, 황제는 수많은 백성 앞에서 뮬란을 영웅으로 대접하는데.",뮬란|한편|훈족|여자|워낙,1,9.7,50,0
20324,수색자,https://movie-phinf.pstatic.net/20111221_288/1324451033289kl9Gv_JPEG/movie_image.jpg,존 포드,존 웨인,모험|드라마|서부,미국,119.0,19571207,12세 관람가,남북 전쟁 당시 남부 동맹에 군인으로 참전해 3년간 집을 떠나 있던 전직 보안관 이든 폴리(존 웨인 분)가 동생 애런의 집을 찾아간다. 하지만 그를 기다리는 것은 가족들이 인디언에게 무참히 살해당한 사실과 조카 데비(나탈리 우드 분)가 인디언들에게 유괴를 당했다는 끔찍한 현실뿐. 인디언들에 대한 분노로 가득 찬 이든은 조카 데비를 찾기 위해 5년 동안이나 인디안의 흔적을 찾아 맹렬히 추격하며 복수를 결심한다. 하지만 5년을 걸려 조카를 찾은 이든은 조카가 이제 백인으로 보기에는 너무나 인디언이 되어 버린 사실을 알게 되고 데비가 인디언 대장의 아내가 될 운명이라는 사실에 절망한다.,인디언|조카|사실|데비|5년,1,8.5,31,0
23138,죽어도 좋은 경험,https://movie-phinf.pstatic.net/20210617_202/16239090949095ra6F_JPEG/movie_image.jpg,김기영,윤여정|이탐미|현길수,드라마|미스터리,대한민국,95.0,20210715,청소년 관람불가,남편의 실수로 아이를 잃은 ‘여정’은 우연히 만난 ‘명자’가 남편의 외도로  억울하게 이혼당했다는 사실을 알게 된다.   모든 비밀과 진실을 알고 있는 ‘여정’은 ‘명자’와 치밀한 계획 아래  서로 상대방의 남편을 살해한다는 범죄를 공모한다.   독을 품은 두 여자의 광기 어린 복수극이 시작된다!,남편|실수|아이|은우|만난,0,7.9,21,0
27264,스트레이트 스토리,https://movie-phinf.pstatic.net/20111222_148/1324485916242KAVVn_JPEG/movie_image.jpg,데이빗 린치,리처드 판스워드|씨씨 스페이식,가족|드라마,미국,110.0,20011201,전체 관람가,"별처럼 빛나는 아름다운 실화 | 월트 디즈니가 드리는 올겨울 최고의 선물! | 데이빗 린치 감독의 생애 최고의 여행이 시작된다73살의 앨빈 스트레이트(Alvin Straight: 리차드 판스워스 분)는 언어 장애가 있는 딸 로즈(Rose Straight: 씨식 스페이식 분)와 단 둘이 아이오와 시골에서 살고 있다. 어느 날 빈집에 혼자 있던 앨빈은 갑자기 마루에 쓰러지게 되고, 이웃들이 몰려와 병원으로 데려가려 하지만 끝까지 자신의 힘으로 일어나겠다고 고집을 피운다. 다음 날 의사를 찾아간 앨빈은 보행기를 착용해야 한다는 진단을 받지만 혼자 이겨낼 수 있다고 다시 고집을 부린다.  갈 수록 노쇠해지는 몸이지만 정신력으로 버티던 앨빈에게 형(Lyle Straight: 해리 딘 스탠톤 분)이 중풍으로 쓰러졌다는 전화가 온다. 그동안 형과의 오해로 연락을 끊고 지냈던 앨빈은 위독한 형을 만나기 위해 위스콘신으로 떠나 형의 집으로 가려한다. 그러나 심각한 노안에 허리가 좋지 않은 앨빈은 운전 면허도 없고, 결국 자신만의 방법으로 형에게 가야된다. 앨빈은 30년이 넘은 존 디어 잔디깍이를 개조해 집채가 있는 트랙터을 만든다. 그는 이 낡고 이상한 트랙터에 소시지와 장작을 가득 싣고 시속 5마일로 6주간의 여행을 시작한다.  남은 시간이 가기 전에 형과의 관계를 회복하려는 앨빈은 힘든 몸을 이끌고 형이 있는 곳으로 열심히 달린다. 앨빈은 여행 도중 만난 사람들과 인생과 가족에 대해 이야기를 나눈다. 형과의 오랜 불화를 사죄하듯 느리고 고통스러운 트랙터 여행은 계속되고, 유일한 가족인 형에 대한 그리움은 커져만 간다.",앨빈|여행|트랙터|최고|시작,1,9.4,50,0
28880,초원의 빛,https://movie-phinf.pstatic.net/20141007_228/1412674744924HnWX0_JPEG/movie_image.jpg,엘리아 카잔,나탈리 우드|팻 힝글|워렌 비티,드라마|멜로/로맨스,미국,124.0,19620608,정보없음,"1920년대의 캔사스의 작은 마을과 고등학교가 무대이다. 잘 생긴 부잣집 청년 버드(웨렌 비티)는 여학생들에게 열광적인 얻고 있지만 그가 좋아하는 소녀는 윌마(나탈리 우드)다. 윌마의 집은 가난했지만 윌마는 아름답고 착한 모법적인 소녀였다. 한창 혈기 왕성한 버드는 윌마와 육체적 관계를 맺고 싶어하지만 윌마는 이를 거절한다. 독실한 기독교 인이고 성에 대해 무지했던 윌마에겐 버드와의 육체적 관계가 두려웠던 것이다. 이에 불만을 갖고 있던 버드는 성적 활기를 참지 못하고 다른 여학생과 어울리고, 연약한 윌마는 신경 쇠약 증세를 보여 자살을 시도하고 만다.  윌마의 부모가 딸의 상처를 감싸려고 그들의 교제를 금지하자 두 사람은 괴로워 하고 윌마의 정신 쇠약은 극에 달해 정신병원에 입원하기에 이른다. 버드의 집도 파산하게 되어 버드는 다른 지방으로 이사간다. 세월이 흘러 완전히 헤어져 각자의 삶을 살고 있는 두 사람. 버드는 윌마의 친구였던 안젤리나와 결혼하여 평범한 기술자가 되어 있고 윌마 역시 병원에서 나와 평범한 숙녀가 되었다. 우연히 재회한 두 사람은 여전히 서로 사랑하고 있음을 깨닫지만 각자의 길을 가기로 한다. 윌마는 돌오는 길에 워즈워드의 시 구절을 중얼거리며 눈물을 글썽인 채 버드의 농장을 떠난다.",윌마|버드|사람|여학생|소녀,1,8.8,31,0
30390,다윗과 밧세바,https://movie-phinf.pstatic.net/20111223_231/1324626510736kxmzv_JPEG/movie_image.jpg,헨리 킹,그레고리 펙|수잔 헤이워드|레이몬드 머시,드라마|멜로/로맨스,미국,116.0,19541013,정보없음,"성경 사무엘하에 있는 내용을 바탕으로, 전남편 유리아가 죽은 후 다비드왕에 개가하여 솔로몬을 낳은 밧세바의 이야기.",성경|사무엘하|내용|바탕|전남편,0,8.2,4,0
35550,겨울 이야기,https://movie-phinf.pstatic.net/20221228_249/1672194774519hiwFb_JPEG/movie_image.jpg,신상옥,신구|김지숙,드라마,대한민국,84.0,20230118,전체 관람가,"한국 영화계의 거목이 남긴 마지막 영화!고령화가 급격히 진행되는 지금,
 노인의 삶은 벼랑으로 내몰리고 있다.
 
 아내가 죽었다는 충격에 치매에 걸린 노인(신구)과
 그런 노인을 돌보는 며느리(김지숙)
 
 서로가 고통스러운 매순간…
 그때를 버티게 해주는 것은 오직, 가족이다.
 
 故 신상옥 감독의 미공개 유작이 드디어 공개된다!",노인|공개|한국|영화계|거목,1,8.0,0,0
46689,한여름밤의 재즈,https://movie-phinf.pstatic.net/20220819_202/1660890133227FJVln_JPEG/movie_image.jpg,아람 아바키안,지미 지우프리,다큐멘터리|공연실황,미국,82.0,20220908,12세 관람가,"어느 화창한 여름 날, 휴양 도시 뉴포트로 삼삼오오 모이기 시작하는 사람들.
 그들을 반기는 낭만 가득한 여름 바다와 감미로운 재즈 선율.
 
 루이 암스트롱, 마할리아 잭슨, 셀로니어스 몽크, 척 베리, 아니타 오데이…
 해가 지면 역사상 가장 위대한 재즈 페스티벌의 막이 오른다!",여름|재즈|휴양|도시|뉴포트,0,7.7,45,0
49687,허비 행콕 : 무한한 가능성,https://movie-phinf.pstatic.net/20190212_131/1549939145998U9U69_JPEG/movie_image.jpg,더그 바이로,허비 행콕,다큐멘터리,미국,91.0,20190221,전체 관람가,"“늘 하던 것만 해서는 절대 ‘힙’한 걸 못 만들어낼 걸.”재즈의 왕으로 불린 마일스 데이비스가 극찬한 재즈 피아니스트이자 작곡가 허비 행콕.  크리스티나 아길레라, 존 메이어 등 유명 팝 스타 뿐 아니라  다양한 장르의 뮤지션들과 콜라보레이션한  2005년 앨범 <파서빌리티스>의 제작을 위한 1년 반의 여정을 담아낸 보물 같은 다큐멘터리!  50년 이상의 음악활동, 8번의 그래미 어워드 수상이라는 화려한 경력에도  늘 새로운 것을 시도하는 허비 행콕의 모습에서  생동하는 거장의 예술 세계를 엿보게 된다",재즈|허비|행콕|마일|데이비스,0,9.0,22,0
51264,더 프레지던트,https://movie-phinf.pstatic.net/20211018_68/1634539151226n5mL7_JPEG/movie_image.jpg,올리버 스톤,조슈 브롤린|세이드 바드레야|엘리자베스 뱅크스,드라마|코미디,미국,129.0,20211111,15세 관람가,"당신이 선택한 대통령, 
그의 기분에 따라 세상이 뒤집어진다!술과 여자, 제멋대로 방탕한 삶을 살던 부시. 
 대통령 아버지에 대한 열등감에 출마한 주지사 선거에 덜컥 당선된다. 
 내친김에 나선 대통령 선거. 맙소사! 눈 떠보니 이제 미 대통령이다?
 911 테러가 일어나고 단단히 기분 잡쳐 ‘악의 축’ 전쟁을 선포하고
 전 세계는 전쟁의 소용돌이와 대규모 반전 시위로 발칵 뒤집히는데…
 
 투표에는 대가가 따른다. 
 지금 이 순간, 가장 필요한 유쾌한 고발 실화!",대통령|기분|선거|전쟁|당신,0,7.1,8,0
52120,업,https://movie-phinf.pstatic.net/20111223_221/1324590426566npnJd_JPEG/movie_image.jpg,피트 닥터,에드워드 애스너|조던 나가이|크리스토퍼 플러머,애니메이션|가족|모험|코미디|액션,미국,101.0,20090729,전체 관람가,"한방울 눈물과 한바탕 웃음! 마음 속에 담고 싶은 단 하나의 걸작평생 모험을 꿈꿔 왔던 ‘칼’ 할아버지는 수천 개의 풍선을 매달아 집을 통째로 남아메리카로 날려 버리는데,
 ‘칼’ 할아버지의 이 위대한 모험에 초대 받지 않은 불청객이 있었으니,
 바로 황야의 탐험가 ‘러셀’! 지구상에 둘도 없을 이 어색한 커플이 함께 하는 대모험.
 그들은 과연 남미의 잃어버린 세계에서 사라져 버린 꿈과 희망, 행복을 다시 찾을 수 있을까?",모험|할아버지|방울|눈물|한바탕,1,9.8,47,0
66728,알리타: 배틀 엔젤,https://movie-phinf.pstatic.net/20190128_22/1548638810964Go9Wy_JPEG/movie_image.jpg,로버트 로드리게즈,로사 살라자르|크리스토프 왈츠|키언 존슨,액션|모험|멜로/로맨스|SF|스릴러,미국,122.0,20190205,12세 관람가,"인간의 두뇌를 가진 기계 소녀
그녀는 인간인가? 기계인가? 진짜 나를 깨워라!모두가 갈망하는 공중도시와 그들을 위해 존재하는 고철도시로 나누어진 26세기.
 고철 더미 속 모든 기억을 잃은 채 깨어난 알리타는 마음 따뜻한 의사 이도의 보살핌으로 새로운 삶을 시작한다. 
 이도는 사이보그인 알리타에게 특별한 과거의 비밀과 영혼이 존재한다는 사실을 깨닫고
 미스터리한 과거로부터 그녀를 지키고자 한다. 
 한편, 새로운 친구 휴고는 알리타가 위험한 고철도시를 헤쳐나갈 수 있는 방법과 함께 기억을 되찾도록 돕는다.
 
 알리타가 자신의 과거에 다가 갈수록 도시를 지배하는 악랄한 세력들이 그녀를 노리며 제거하려고 하고   
 자신이 착취와 약탈의 고철도시를 구할 수 있는 열쇠임을 깨닫게 된 알리타는
 사랑하는 가족과 친구, 새로운 세상을 위해 통제된 세상의 무시무시한 적들과 맞서게 되는데…",도시|알리|고철|그녀|과거,0,9.8,100,0
69325,십계,https://movie-phinf.pstatic.net/20210928_272/1632809195681HYw6u_PNG/movie_image.jpg,빌 보이스,벤 킹슬리|크리스찬 슬레이터|알프리드 몰리나,애니메이션,미국,88.0,20211202,전체 관람가,"하나님의 음성을 듣는 자, 
약속의 땅을 향한 위대한 여정이 시작된다!“나는 아브라함의 하나님, 이삭의 하나님, 야곱의 하나님이다”
 이스라엘 백성의 번성을 두려워한 바로는 이스라엘 아기를 죽이라 명한다.
 이스라엘 백성의 울음과 절규가 가득한 와중
 애굽의 공주는 갈대 상자에 누인 '모세'를 아들로 키우게 되는데...
 
 어느 날, 광야의 가시덤불에서 이스라엘 백성을 약속의 땅으로 인도하라는
 하나님의 음성을 들은 모세는 애굽으로 돌아가기로 결심하는데...
 고난의 길 가운데서도 하나님의 약속을 굳게 믿으며 떠나는 출애굽의 여정!
 
 이제, 하나님을 신뢰하며 약속의 땅으로!",하나님|약속|이스라엘|백성|음성,0,8.9,17,0
69598,체 게바라: 1부 아르헨티나,https://movie-phinf.pstatic.net/20190502_282/1556779903013oD9XQ_JPEG/movie_image.jpg,스티븐 소더버그,베니시오 델 토로,드라마|전쟁,미국,126.0,20190613,15세 관람가,"1950년대, 체 게바라와 피델 카스트로는 군부 독재로 고통받는 민중을 위해 쿠바로 향한다.
 혁명을 위해 목숨을 건 게릴라전을 펼치던 체 게바라는 수도 아바나를 점령하기 위한 마지막 관문인 산타클라라에서 최후의 작전을 감행하는데…",게바라|1950년|피델|카스트|군부,0,6.6,41,0
69599,체 게바라: 2부 게릴라,https://movie-phinf.pstatic.net/20190502_53/1556779989685zTJWJ_JPEG/movie_image.jpg,스티븐 소더버그,베니시오 델 토로,드라마|전쟁,미국,127.0,20190613,15세 관람가,"혁명의 성공으로 쿠바에서의 모든 일이 끝났다고 판단한 체 게바라는 편지 한 장만을 남긴 채 홀연히 사라진다.
 그 후 그는 볼리비아 혁명군의 리더로 게릴라 전을 펼치지만 부족한 자원과 외국인을 불신하는 국민들로 인해 일생일대의 위기와 마주하는데…",혁명|성공|쿠바|모든|판단,0,6.6,24,0
73558,장 미쉘 바스키아: 더 레이디언트 차일드,https://movie-phinf.pstatic.net/20211216_259/16396385804898C1xL_JPEG/movie_image.jpg,탐라 데이비스,장 미쉘 바스키아,다큐멘터리,미국,93.0,20201209,12세 관람가,"1980년대 뉴욕 예술계에 혜성처럼 나타나, 현재까지도 자유와 저항 정신의 대명사로 많은 사랑을 받고 있는 아티스트 장 미쉘 바스키아의 인터뷰와 아카이브 영상을 수록한 다큐멘터리. 바스키아 사후 10년이 지나서야 공개되었다. 감독 탐라 데이비스가 1985년에 직접 촬영한 바스키아의 인터뷰 영상을 중심으로 유명 아티스트, 큐레이터, 갤러리스트, 가장 친밀했던 주변 인물들의 기억 속에 살아있는 바스키아와 마치 불꽃 같았던 그의 예술혼을 생생히 묘사한다.",바스키아|예술|아티스트|인터뷰|영상,0,9.0,11,0
